template_section,icasa_dataset,icasa_subset,icasa_group,icasa_subgroup,icasa_header_long,icasa_header_short,icasa_description,icasa_unit,icasa_type,icasa_minval,icasa_maxval,dataModel,section,header,header_long,DQ_mindat,description,unit,code_mappings,fun_header,fun_header_args,fun_values,fun_values_args,comments
EXP_METADATA,EXPERIMENT,METADATA,PERSONS,,researcher_role,PP_ROLE,Role of researcher or other person in experiment or dataset preparation,,text,,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,emergence_date,EDATE,Date of emergence,date,date,,,dssat,PLANTING_DETAILS,EDATE,,0,Emergence date (earliest treatment),date,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,length_sprout_material,PLSPL,Planting material sprout length,cm,single,0,,dssat,PLANTING_DETAILS,SPRL,,0,Initial sprout length,cm,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,nursery_env_pl_material,PLENV,Transplant nursery environment (mean temperature),degree_C,single,,,dssat,PLANTING_DETAILS,PENV,,0,Transplant environment,degree_C,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,plant_pop_at_emergence,PLPOE,Plant population at emergence,1/m2,single,0,,dssat,PLANTING_DETAILS,PPOE,,1,Plant population at emergence,1/m2,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_depth,PLDP,Depth of seed (or other planted material) relative to soil surface.,mm,single,,,dssat,PLANTING_DETAILS,PLDP,,0,Planting depth,cm,,,,,,icasa and dssat unit mismatch
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_level_name,PL_NAME,"Planting level, name of treatment",text,text,,,dssat,PLANTING_DETAILS,PLNAME,,0,Planting details level name,text,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,plants_per_hill,PLPH,Plants per hill,1,single,,,dssat,PLANTING_DETAILS,PLPH,,0,Plants per hill (if appropriate),1,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,row_direction,PLRD,"Row direction, degrees from N",arc_degrees,single,0,359,dssat,PLANTING_DETAILS,PLRD,,0,"Row direction, degrees from N",arc_degrees,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,transplant_age,PAGE,Transplant age,day,single,0,366,dssat,PLANTING_DETAILS,PAGE,,0,Transplant age,day,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_date,PDATE,Planting or sowing date,date,date,,,dssat,PLANTING_DETAILS,PDATE,,2,Planting date,date,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_level,PL,"Planting, level in treatment structure",1,single,,,dssat,PLANTING_DETAILS,P,,0,Planting level,1,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_distribution,PLDS,Planting distribution,code,text,,,dssat,PLANTING_DETAILS,PLDS,,0,"Planting distribution, row R, broadcast B, hill H",code,"list('c(R, H, U): 1')",,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_material,PLMA,Planting material,code,text,,,dssat,PLANTING_DETAILS,PLME,,0,Planting method,code,1,,,,,B (Bedded) not in ICASA key
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_material_weight,PLMWT,Planting material weight,kg/ha,single,0,,dssat,PLANTING_DETAILS,PLWT,,0,Planting material dry weight,kg/ha,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,plant_pop_at_planting,PLPOP,Plant population at planting,1/m2,single,0,,dssat,PLANTING_DETAILS,PPOP,,2,Plant population at seeding,1/m2,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,row_spacing,PLRS,Distance between two adjacent rows,cm,single,0,,dssat,PLANTING_DETAILS,PLRS,,0,Row spacing,cm,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,plant_spacing,PLSP,Spacing of plants in a row,cm,single,0,,dssat,PLANTING_DETAILS,PLSP,,0,Plot spacing,cm,,,,,,also in plot details
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,emergence_day,PLDOE,Day of year for date of emergence,1,single,1,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,emergence_year,PLYRE,Year for date of emergence (growth stage),1,single,1,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,fertile_tiller_num,PLFTN,Fertile tiller number (sorghum),1,single,,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,local_season_name,PL_SEASON,"Local name for planting season (e.g., Boro, Aman, Monsoon, etc.)",,text,,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_day,PLDAY,Day of planting,day,single,0,366,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_material_age,PLAGE,Planting material age (also used for dormancy adjustments),day,single,0,366,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_material_source,PLMSOURCE,Source of the planting material,,text,,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_notes,PL_NOTES,Planting event notes,,text,,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,planting_year,PLYR,Planting year,date,single,,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,seedbed_density,NPLSB,Planting density in nursery seed bed,1/m2,single,0,,,,,,,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,transplant_date,TRDATE,Transplant date,date,date,,,,,,,2,,,,,,,,
PLANTINGS,EXPERIMENT,MANAGEMENT,PLANTINGS,,germination,PLG%,Planting material germination,%,single,0,100,,,,,,,,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_area,PLTA,Plot area (gross) per rep,m2,single,0,,dssat,GENERAL,PAREA,,0,Gross plot area per rep,m2,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,harvest_method_plot,PLTHM,"Plot harvest method (eg.Hand, combine)",code,text,,,dssat,GENERAL,HARM,,0,Harvest method,code,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_harvest_area,PLTHA,Plot harvest area,m2,single,0,,dssat,GENERAL,HAREA,,0,Harvest area,m2,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_harvest_length,PLTHL,Plot harvest length,m,single,,,dssat,GENERAL,HLEN,,0,Harvest row length,m,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_harvest_row_number,PLTH#,Plot harvest row number,1,single,,,dssat,GENERAL,HRNO,,0,Harvest row number,1,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_layout,PLLAY,"Plot layout or experimental design (e.g., ""RCBD with four blocks"")",text,memo,,,dssat,GENERAL,PLAY,,0,Plot layout,text,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_length,PLTLN,Plot length (gross) for single plot or treatment,m,single,,,dssat,GENERAL,PLEN,,0,Plot length,m,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_row_number,PLTR#,Plot row number for single plot or treatment,1,single,,,dssat,GENERAL,PRNO,,0,Rows per plot,1,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plots_relative_to_drains,PLDR,Plots relative to drains,arc_degrees,single,0,179,dssat,GENERAL,PLDR,,0,Plots relative to drains,arc_degrees,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_separation,PTLSP,"Spacing between individual plots, if any",cm,single,0,,dssat,GENERAL,PLSP,,0,Plot spacing,cm,,,,,,also in planting
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,drainage_orientation,PLTOD,Drainage orientation (from North),arc_degrees,single,0,359,,,,,,,,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_harvest_width,PLTHW,Plot harvest width,m,single,,,,,,,,,,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_id,PLTID,Plot identification,,text,0,,,,,,,,,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_orientation,PLTOR,Plot orientation (from North),arc_degrees,single,0,359,,,,,,,,,,,,,
PLOT_DETAILS,EXPERIMENT,METADATA,PLOT_DETAILS,,plot_width,PLTWI,Plot width (gross) for single plot or treatment,m,single,,,,,,,,,,,,,,,
SIMULATION_CONTROLS,EXPERIMENT,MANAGEMENT,SIMULATION_CONTROLS,,simulation_end_date,ENDAT,Simulation end date,date,date,,,dssat,SIMULATION_CONTROLS,ENDAT,,0,Simulation end date,date,,,,,,
SIMULATION_CONTROLS,EXPERIMENT,MANAGEMENT,SIMULATION_CONTROLS,,simulation_start_date,SDAT,Simulation start date,date,date,,,dssat,SIMULATION_CONTROLS,SDATE,,0,Simulation start date,date,,,,,,
SIMULATION_CONTROLS,EXPERIMENT,MANAGEMENT,SIMULATION_CONTROLS,,simulation_name,SNAME,"Simulation scenario, name",,text,,,,,,,,,,,,,,,
SIMULATION_CONTROLS,EXPERIMENT,MANAGEMENT,SIMULATION_CONTROLS,,simulation_start_day,SCDAY,Simulation start day of year,doy,single,1,366,,,,,,,,,,,,,
SIMULATION_CONTROLS,EXPERIMENT,MANAGEMENT,SIMULATION_CONTROLS,,simulation_start_year,SC_YEAR,Simulation start year,date,single,,,,,,,,,,,,,,,
SIMULATION_CONTROLS,EXPERIMENT,MANAGEMENT,SIMULATION_CONTROLS,,simulation_id,SM,SM,,single,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,physiologic_maturity_dat,MDAT,"Growth stage of physiol. maturity, as date",date,date,,,dssat,SUMMARY,MDAT,,0,Physiological maturity date,date,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,anthesis_date,ADAT,"Growth stage date, anthesis",date,date,,,dssat,SUMMARY,ADAT,,0,Anthesis date,date,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,emergence_date,PLDAE,"Growth stage date, apex 1cm",date,date,,,dssat,SUMMARY,EDAT,,0,Emergence date,date,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,harvest_date,HDATE,"Growth stage date, harvest",date,date,,,dssat,SUMMARY,HDAT,,0,Harvest date,date,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,tuber_initiation_stage,TDAT,"Growth stage date, tuber initiation",date,date,,,dssat,SUMMARY,TDAT,,0,Tuber initiation date,date,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,ear_emergence_date,EEMD,"Growth stage date, ear emergence",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,anthesis_dap,ADAP,"Growth stage as days after planting, anthesis",dap,single,10,700,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,anthesis_dap_stdev,ADAPS,Standard deviation of anthesis DAP,dap,dap,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,anthesis_day_of_year,ADOY,Anthesis date as day of year,doy,single,1,366,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,beginning_bloom_stage,R1AT,"Growth stage date, beginning bloom",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,beginning_maturity_date,R7AT,"Growth stage date, beginning maturity",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,beginning_peg_stage,R2AT,"Growth stage date, beginning peg",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,beginning_pod_stage,R3AT,"Growth stage date, beginning pod",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,beginning_seed_stage,R5AT,"Growth stage date, beginning seed",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,double_ridge_date,DRID,"Growth stage date, double ridges",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,OID,OID,,,single,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,first_pod_set_date,PD1T,"Growth stage of first pod, as date",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,first_pod_set_days,PD1P,"Growth stage of first pod, as days after planting",dap,single,10,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,first_square_date,SQDAT,Date of first square on plant,day,single,0,366,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,forcing_date,FDAT,Forcing date,date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,full_pod_days,PDFP,"Growth stage of full-sized pod, as days after planting",dap,single,10,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,full_seed_stage,R6AT,"Growth stage date, full seed",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,full_size_pod_date,PDFT,"Growth stage of full-sized pod, as date",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,full_size_pod_stage,R4AT,"Growth stage date, full-sized pod",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growing_season_duration,GSLEN,Length of time between planting and harvest dates,days,days,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growth_stage_apex_1_cm,AP1D,"Growth stage date, apex 1cm",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growth_stage_branch_1,BR1D,Growth stage date for branch 1,date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growth_stage_branch_2,BR2D,"Growth stage date, branch 2",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growth_stage_branch_3,BR3D,"Growth stage date, branch 3",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growth_stage_branch_4,BR4D,"Growth stage date, branch 4",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,growth_stage_harvest,GSTH,Growth stage when harvest occurs,,text,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,harvest_dap,HDAP,Growth stage as days after planting,dap,single,10,800,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,harvest_mat_dap_stdev,R8APS,Standard deviation of harvest maturity DAP,dap,dap,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,harvest_maturity_dap,R8AP,"Growth stage days>planting, harv mature",dap,single,10,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,harvest_maturity_stage,R8AT,"Growth stage date, harvest maturity",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,jointing_date,JDAT,Growth stage of jointing (node detectable through sheath) in cereals,date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,last_leaf_stage,LLFD,"Growth stage date, last leaf",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,leaf_3_full_expansion,LF3D,"Growth stage date, leaf3 full expansion",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,leaf_5_full_expansion,LF5D,"Growth stage date, leaf5 full expansion",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,maturity_day_2,MDAT2,Date of physiological maturity using alternate criteria,date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,maturity_day_of_year,MDOY,"Growth stage of physiol. maturity, as day of year",doy,single,1,366,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,panicle_initiation_dap,IDAP,"Growth stage of panicle initiation, as days after planting",dap,single,10,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,panicle_initiation_date,IDAT,"Growth stage of panicle initiation, as date",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,phys_mat_dap_stdev,MDAPS,Standard deviation of physiological maturity DAP,dap,dap,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,physiologic_maturity_dap,MDAP,"Growth stage of physiol. maturity, as days after planting",dap,single,10,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,pod_over-mature_stage,R9AT,"Growth stage date, pod over-mature",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,terminal_spikelet_stage,TSPD,"Growth stage date, terminal spikelet",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,tuber_initiation_dap,TDAP,"Growth stage days>planting, tuber init",dap,single,10,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,zadoks_21_growth_stage,Z21D,"Growth stage date, Zadoks 21",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,zadoks_30_growth_stage,Z30D,"Growth stage date, Zadoks 30",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,zadoks_31_growth_stage,Z31D,"Growth stage date, Zadoks 31",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,zadoks_37_growth_stage,Z37D,"Growth stage date, Zadoks 37",date,date,,,,,,,,,,,,,,,
SM_DEVELOPMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_DEVELOPMENT,zadoks_39_growth_stage,Z39D,"Growth stage date, Zadoks 39",date,date,,,,,,,,,,,,,,,
SM_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,ENVIRONMENT,co2_concentration_avg,CO2DA,"Average daily CO2 concentration, sowing to harvest",ppm,single,0,,,,,,,,,,,,,,
SM_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,ENVIRONMENT,solar_radiation_avg,SRAA,"Solar radiation, average, sowing to harvest",MJ/(m2.d),single,0,,,,,,,,,,,,,,
SM_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,ENVIRONMENT,temperature_avg,TAVGA,"Daily air temperature, average, sowing to harvest",degree_C,single,0,,,,,,,,,,,,,,
SM_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,ENVIRONMENT,temperature_max_avg,TMAXA,"Maximum daily air temperature, average, sowing to harvest",degree_C,single,0,,,,,,,,,,,,,,
SM_ENVIRONMENT,EXPERIMENT,MEASURED_DATA,SUMMARY,ENVIRONMENT,temperature_min_avg,TMINA,"Minimum daily air temperature, average, sowing to harvest",degree_C,single,0,,,,,,,,,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tops_dry_weight_harvest,CWAH,Tops dry weight at harvest,kg/ha,single,0,,dssat,SUMMARY,CWAH,,0,Tops dry weight at harvest,kg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,harv_yield_harv_f_wt,HFAH,Harvested yield at harvest (fresh wt),Mg/ha,single,0,,dssat,SUMMARY,HWAHF,,0,Harvested yield (fresh matter),kg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,harvest_yield_harvest_dw,HWAH,Harvested yield at harvest (dry wt),kg/ha,single,0,,dssat,SUMMARY,HWAH,,0,Harvested yield (dry matter),kg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,byprod_removed_at_harv,BWAH,By-product removed at harvest as dry wt,kg/ha,single,0,,dssat,SUMMARY,BWAH,,0,By-product removed during harvest,kg/ha,,,,,,also fresh weight FBWAH
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,canopy_height_anthesis,CHTA,Canopy height at anthesis,m,single,0,5,dssat,SUMMARY,CHTA,,0,Canopy height at anthesis,m,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,harv_no_per_unit,H#UM,"Harvest number per unit at maturity (e.g., seed per spike or pod)",1,single,,,dssat,SUMMARY,H#UM,,0,Number at maturity,1,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,harvest_index_maturity,HIAM,Harvest index at maturity,,single,0,0.8,dssat,SUMMARY,HIAM,,0,Harvest index at maturity,,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,harvest_no_at_maturity,H#AM,"Harvest number per area at maturity (e.g., seed or tubers)",1/m2,single,0,,dssat,SUMMARY,H#AM,,0,Number at maturity,1/m2,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,harvest_yld_matur_dry_wt,HWAM,Harvest yield at harvest maturity (dry wt),kg/ha,single,0,,dssat,SUMMARY,HWAM,,0,Yield at harvest maturity,kg/ha,,,,,,also fresh weight FHWAM
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,leaf_area_index_maximum,LAIX,"Leaf area index, maximum",m2/m2,single,0,,dssat,SUMMARY,LAIX,,0,"Leaf area index, maximum",m2/m2,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,leaf_no_per_stem_matur,L#SM,"Leaf number per stem, at harvest maturity",1,single,,,dssat,SUMMARY,L#SM,,0,Leaf number per stem at maturity,1,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,pod_dry_weight_maturity,PWAM,Pod dry weight at maturity,kg/ha,single,0,,dssat,SUMMARY,PWAM,,0,Pod/Ear/Panicle weight at maturity (dry matter),kg/ha,,,,,,also fresh weight FPWAM
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tiller_number_maturity,T#AM,Tiller number per area at maturity,1/m2,single,0,,dssat,SUMMARY,T#AM,,0,Tiller number at maturity,1/m2,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tops_dry_weight_anthesis,CWAA,Tops dry weight at anthesis,kg/ha,single,0,,dssat,SUMMARY,CWAA,,0,Tops weight at anthesis,kg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tops_dry_weight_maturity,CWAM,Tops dry weight at maturity,kg/ha,single,0,,dssat,SUMMARY,CWAM,,0,Tops weight at maturity,kg/ha,,,,,,also fresh weight FCWAM
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tot_dry_wt_at_harvest,TWAH,Total dry weight at harvest,kg/ha,single,0,,dssat,SUMMARY,TWAH,,0,"Total weight, harvest",kg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tuber_dry_wt_at_harvest,UWAH,Tuber dry weight at harvest,kg/ha,single,0,,dssat,SUMMARY,UWAH,,0,Tuber dry weight at harvest,kg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,tuber_fresh_wt_harvest,UYAFH,Tuber fresh weight at harvest,Mg/ha,single,0,,dssat,SUMMARY,UYAH,,0,Tuber fresh weight at harvest,Mg/ha,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,unit_dry_wt_harv_matur,HWUM,"Harvest unit dry (e.g., seed) weight at harv. maturity",g/unit,single,0,,dssat,SUMMARY,HWUM,,0,Unit weight at maturity (dry matter),g/unit,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,dry_matter_content,DM%H,Dry matter content of fresh yield at harvest,%,single,,,,,,,,,%,,,,,,Not in DSSAT?
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,OID,OID,,,single,,,,,,,,,,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,byprod_removed_at_matur,BWAM,By-product weight at maturity,kg/ha,single,0,,,,,,,,,,,,,,
SM_GROWTH,EXPERIMENT,MEASURED_DATA,SUMMARY,SM_GROWTH,cane_yield_harv,CFAH,Cane fresh yield at harvest,kg/ha,single,0,,,,,,,,,,,,,,
